latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.700005,77.20001,231.0,19800,Asia/Kolkata,GMT+5:30

time,pm10 (μg/m³),us_aqi (USAQI),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),dust (μg/m³),uv_index ()
2026-07-01T10:30,257.0,436,58.8,545.0,18.7,24.8,383.0,2.00

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),dust (μg/m³),uv_index ()
2025-04-05T13:00,285.9,44.8,256.0,3.7,17.6,503.0,7.05
2025-04-05T14:00,359.5,49.5,262.0,3.9,14.8,610.0,4.85
2025-04-05T15:00,444.2,56.0,256.0,4.5,13.6,730.0,2.65
2025-04-05T16:00,517.8,61.9,260.0,6.0,13.4,862.0,1.05
2025-04-05T17:00,409.8,48.9,300.0,9.3,14.4,710.0,0.30
2025-04-05T18:00,451.7,57.2,416.0,15.4,16.2,730.0,0.00
2025-04-05T19:00,460.1,65.0,568.0,23.7,18.7,754.0,0.00
2025-04-05T20:00,460.1,69.4,669.0,30.0,20.6,757.0,0.00
2025-04-05T21:00,442.4,71.0,671.0,32.4,21.4,722.0,0.00
2025-04-05T22:00,420.0,70.8,622.0,32.8,21.7,664.0,0.00
2025-04-05T23:00,383.7,68.5,575.0,31.8,21.3,604.0,0.00
2025-04-06T00:00,343.7,64.0,546.0,29.0,19.9,543.0,0.00
2025-04-06T01:00,309.2,59.8,519.0,25.0,17.9,479.0,0.00
2025-04-06T02:00,279.4,56.7,507.0,21.9,16.4,425.0,0.00
2025-04-06T03:00,258.0,55.3,499.0,20.5,15.6,389.0,0.00
2025-04-06T04:00,244.9,54.7,504.0,20.2,15.3,363.0,0.00
2025-04-06T05:00,220.7,57.5,565.0,26.1,18.4,307.0,0.00
2025-04-06T06:00,217.0,55.9,760.0,28.0,19.4,288.0,0.10
2025-04-06T07:00,196.0,57.3,1011.0,30.3,20.9,261.0,0.75
2025-04-06T08:00,177.4,55.2,1121.0,29.7,22.1,233.0,2.35
2025-04-06T09:00,151.3,45.8,956.0,23.4,23.1,202.0,4.65
2025-04-06T10:00,118.3,33.5,650.0,14.1,23.9,171.0,7.05
2025-04-06T11:00,107.8,28.1,409.0,7.1,23.7,155.0,8.65
2025-04-06T12:00,109.2,26.5,316.0,4.3,21.6,166.0,9.00
2025-04-06T13:00,121.1,26.3,289.0,3.8,18.5,192.0,7.85
2025-04-06T14:00,135.5,26.0,282.0,4.3,16.2,217.0,5.70
2025-04-06T15:00,152.3,26.6,266.0,4.9,15.2,240.0,3.25
2025-04-06T16:00,166.7,28.2,271.0,6.5,14.9,261.0,1.35
2025-04-06T17:00,161.6,27.9,342.0,11.1,16.2,264.0,0.35
2025-04-06T18:00,153.7,34.5,512.0,21.9,19.8,256.0,0.00
2025-04-06T19:00,171.4,47.0,747.0,36.8,24.7,246.0,0.00
2025-04-06T20:00,184.9,57.7,992.0,47.9,28.7,245.0,0.00
2025-04-06T21:00,205.4,65.0,1288.0,51.7,31.0,263.0,0.00
2025-04-06T22:00,221.2,69.8,1594.0,51.8,32.4,290.0,0.00
2025-04-06T23:00,235.6,73.6,1724.0,50.2,32.8,309.0,0.00
2025-04-07T00:00,250.5,74.7,1528.0,46.9,31.5,312.0,0.00
2025-04-07T01:00,253.3,75.0,1156.0,42.0,29.3,307.0,0.00
2025-04-07T02:00,230.5,72.6,878.0,38.4,27.6,298.0,0.00
2025-04-07T03:00,225.4,72.4,807.0,37.2,27.2,287.0,0.00
2025-04-07T04:00,213.3,72.2,829.0,37.1,27.4,272.0,0.00
2025-04-07T05:00,228.2,65.9,876.0,32.0,27.9,304.0,0.00
2025-04-07T06:00,213.7,65.2,963.0,34.2,28.5,277.0,0.10
2025-04-07T07:00,199.3,67.8,1075.0,36.9,29.3,242.0,0.70
2025-04-07T08:00,189.5,66.4,1095.0,36.2,30.3,234.0,2.15
2025-04-07T09:00,196.0,60.8,935.0,28.9,31.8,272.0,4.35
2025-04-07T10:00,211.4,54.7,684.0,18.2,33.4,336.0,6.50
2025-04-07T11:00,255.2,52.0,489.0,10.0,33.9,402.0,7.80
2025-04-07T12:00,304.5,53.6,416.0,6.6,32.1,480.0,7.75
2025-04-07T13:00,340.9,55.5,399.0,5.6,29.1,560.0,6.45
2025-04-07T14:00,353.0,57.4,393.0,6.0,26.8,591.0,4.40
2025-04-07T15:00,334.3,56.0,383.0,7.1,25.8,536.0,2.45
2025-04-07T16:00,282.2,51.6,385.0,9.6,25.6,432.0,1.05
2025-04-07T17:00,195.1,42.0,395.0,15.7,27.1,304.0,0.30
2025-04-07T18:00,155.5,43.9,417.0,25.9,28.6,237.0,0.00
2025-04-07T19:00,109.7,48.3,448.0,40.1,30.6,146.0,0.00
2025-04-07T20:00,98.5,54.0,480.0,50.8,32.1,87.0,0.00
2025-04-07T21:00,129.9,64.7,514.0,55.2,32.7,89.0,0.00
2025-04-07T22:00,156.0,73.1,548.0,56.1,32.8,122.0,0.00
2025-04-07T23:00,157.4,77.3,567.0,54.9,32.2,156.0,0.00
2025-04-08T00:00,153.7,77.3,556.0,51.2,30.7,182.0,0.00
2025-04-08T01:00,176.5,78.2,529.0,45.4,28.5,208.0,0.00
2025-04-08T02:00,197.0,77.5,518.0,40.0,26.7,229.0,0.00
2025-04-08T03:00,206.3,75.0,529.0,35.7,25.6,241.0,0.00
2025-04-08T04:00,198.4,70.3,554.0,31.8,24.8,249.0,0.00
2025-04-08T05:00,318.5,67.8,605.0,17.3,19.2,478.0,0.00
2025-04-08T06:00,295.2,65.7,718.0,19.7,19.8,453.0,0.10
2025-04-08T07:00,282.2,67.3,857.0,22.9,20.7,421.0,0.70
2025-04-08T08:00,288.7,69.4,919.0,23.7,22.1,425.0,2.15
2025-04-08T09:00,339.0,75.0,839.0,20.0,24.9,497.0,4.20
2025-04-08T10:00,393.9,80.8,683.0,14.0,28.3,603.0,6.20
2025-04-08T11:00,428.4,81.0,550.0,9.2,29.9,685.0,7.35
2025-04-08T12:00,433.1,75.4,471.0,6.7,28.1,717.0,7.25
2025-04-08T13:00,426.5,71.0,415.0,5.3,24.6,724.0,5.95
2025-04-08T14:00,434.0,69.8,386.0,5.5,22.0,725.0,4.05
2025-04-08T15:00,448.9,70.5,388.0,7.4,21.3,727.0,2.20
2025-04-08T16:00,468.5,72.4,417.0,10.8,21.5,724.0,0.90
2025-04-08T17:00,224.9,48.1,462.0,14.9,22.2,352.0,0.30
2025-04-08T18:00,211.4,51.9,533.0,22.2,23.3,341.0,0.00
2025-04-08T19:00,210.9,59.6,619.0,32.1,24.9,327.0,0.00
2025-04-08T20:00,234.7,65.7,678.0,38.6,25.9,333.0,0.00
2025-04-08T21:00,262.6,69.8,689.0,38.5,26.0,375.0,0.00
2025-04-08T22:00,299.9,75.0,672.0,34.9,25.5,437.0,0.00
2025-04-08T23:00,328.8,78.9,643.0,31.0,24.7,486.0,0.00
2025-04-09T00:00,346.5,81.0,600.0,27.6,23.4,514.0,0.00
2025-04-09T01:00,355.8,82.4,546.0,23.9,21.7,529.0,0.00
2025-04-09T02:00,355.8,83.6,506.0,21.2,20.4,525.0,0.00
2025-04-09T03:00,342.7,83.4,481.0,19.8,19.6,491.0,0.00
2025-04-09T04:00,315.7,81.5,469.0,19.4,19.2,437.0,0.00
2025-04-09T05:00,266.4,81.0,491.0,19.3,21.2,356.0,0.00
2025-04-09T06:00,280.3,81.5,582.0,22.8,22.8,343.0,0.10
2025-04-09T07:00,247.7,82.9,707.0,27.3,25.2,328.0,0.60
2025-04-09T08:00,257.0,83.1,777.0,28.8,27.9,337.0,1.85
2025-04-09T09:00,283.1,83.8,743.0,24.5,31.7,391.0,3.70
2025-04-09T10:00,314.8,86.4,655.0,17.1,35.7,468.0,5.65
2025-04-09T11:00,352.0,84.5,574.0,11.1,37.3,531.0,6.90
2025-04-09T12:00,380.0,78.5,521.0,7.8,34.2,568.0,6.80
2025-04-09T13:00,380.9,71.2,475.0,5.9,28.6,591.0,5.60
2025-04-09T14:00,361.4,66.8,439.0,5.7,24.4,590.0,3.65
2025-04-09T15:00,345.5,64.7,407.0,7.6,22.8,557.0,1.70
2025-04-09T16:00,327.8,63.8,385.0,11.1,22.5,500.0,0.55
2025-04-09T17:00,275.7,50.2,392.0,12.8,19.2,450.0,0.15
2025-04-09T18:00,242.1,51.3,441.0,18.3,20.8,389.0,0.00
2025-04-09T19:00,227.2,55.5,519.0,26.0,23.1,303.0,0.00
2025-04-09T20:00,174.6,58.6,604.0,33.1,25.1,228.0,0.00
2025-04-09T21:00,132.2,63.3,706.0,39.4,26.8,177.0,0.00
2025-04-09T22:00,120.1,68.9,815.0,45.1,28.2,138.0,0.00
2025-04-09T23:00,127.1,71.9,881.0,48.3,28.8,108.0,0.00
2025-04-10T00:00,122.9,71.5,859.0,47.2,27.8,88.0,0.00
2025-04-10T01:00,110.6,72.6,795.0,43.5,25.9,77.0,0.00
2025-04-10T02:00,112.0,75.0,773.0,40.7,25.1,72.0,0.00
2025-04-10T03:00,116.6,75.9,850.0,40.2,26.4,71.0,0.00
2025-04-10T04:00,119.2,76.4,969.0,40.6,28.6,75.0,0.00
2025-04-10T05:00,562.5,115.0,1049.0,10.2,22.2,862.0,0.00
2025-04-10T06:00,564.4,120.6,1056.0,13.7,23.4,858.0,0.05
2025-04-10T07:00,555.1,121.5,1024.0,18.4,25.3,852.0,0.55
2025-04-10T08:00,547.6,112.5,973.0,20.9,28.0,846.0,1.75
2025-04-10T09:00,534.6,103.6,905.0,19.1,32.4,837.0,3.55
2025-04-10T10:00,517.8,99.0,818.0,15.0,37.6,827.0,5.45
2025-04-10T11:00,519.7,98.0,724.0,11.5,40.7,830.0,6.50
2025-04-10T12:00,542.0,99.7,610.0,9.4,40.3,875.0,6.25
2025-04-10T13:00,543.9,98.0,489.0,8.0,37.8,932.0,4.75
2025-04-10T14:00,564.4,98.7,410.0,7.6,35.2,926.0,3.00
2025-04-10T15:00,536.4,94.1,402.0,9.0,32.7,791.0,1.05
2025-04-10T16:00,372.5,75.7,436.0,11.4,29.9,593.0,0.70
2025-04-10T17:00,696.6,86.8,477.0,10.4,11.4,1221.0,0.15
2025-04-10T18:00,646.3,89.2,519.0,10.6,13.6,1139.0,0.00
2025-04-10T19:00,679.9,96.2,568.0,10.8,16.7,1029.0,0.00
2025-04-10T20:00,584.9,93.8,611.0,11.3,19.4,960.0,0.00
2025-04-10T21:00,568.1,102.7,645.0,12.1,21.3,974.0,0.00
2025-04-10T22:00,599.8,113.4,673.0,13.2,22.8,1030.0,0.00
2025-04-10T23:00,681.7,126.2,686.0,13.9,23.7,1077.0,0.00
2025-04-11T00:00,745.1,135.5,675.0,14.0,23.5,1104.0,0.00
2025-04-11T01:00,756.2,140.2,650.0,13.8,22.6,1122.0,0.00
2025-04-11T02:00,711.5,134.1,625.0,13.7,22.4,1115.0,0.00
2025-04-11T03:00,657.5,123.4,604.0,13.8,23.7,1068.0,0.00
2025-04-11T04:00,616.5,112.2,584.0,14.0,25.6,996.0,0.00
2025-04-11T05:00,791.6,136.0,573.0,14.2,26.9,1254.0,0.00
2025-04-11T06:00,741.3,127.1,583.0,15.9,28.1,1160.0,0.10
2025-04-11T07:00,665.0,115.0,602.0,18.1,29.7,1031.0,0.45
2025-04-11T08:00,592.3,102.9,606.0,18.5,30.4,942.0,1.35
2025-04-11T09:00,558.8,95.2,578.0,15.6,29.4,928.0,2.80
2025-04-11T10:00,579.3,95.9,534.0,10.9,27.6,954.0,4.40
2025-04-11T11:00,599.8,97.1,498.0,7.3,25.8,986.0,5.45
2025-04-11T12:00,614.7,97.3,472.0,5.7,24.2,1009.0,5.70
2025-04-11T13:00,624.0,96.9,454.0,5.1,22.7,1038.0,5.00
2025-04-11T14:00,650.1,97.8,460.0,5.7,22.0,1092.0,3.20
2025-04-11T15:00,707.8,102.9,512.0,7.8,22.9,1227.0,1.40
2025-04-11T16:00,832.6,113.4,588.0,11.0,24.6,1385.0,0.50
2025-04-11T17:00,722.7,100.8,643.0,16.5,28.2,1228.0,0.20
2025-04-11T18:00,646.3,98.0,655.0,22.1,28.6,1124.0,0.00
2025-04-11T19:00,558.8,96.2,646.0,29.6,29.0,981.0,0.00
2025-04-11T20:00,556.9,106.9,639.0,33.7,29.0,876.0,0.00
2025-04-11T21:00,754.4,135.0,646.0,30.9,28.0,856.0,0.00
2025-04-11T22:00,735.7,134.6,654.0,24.8,26.5,873.0,0.00
2025-04-11T23:00,575.6,124.3,647.0,20.0,25.5,862.0,0.00
2025-04-12T00:00,501.1,117.3,610.0,18.9,25.8,785.0,0.00
2025-04-12T01:00,457.3,113.4,558.0,19.3,26.5,679.0,0.00
2025-04-12T02:00,420.0,109.0,523.0,19.2,26.6,591.0,0.00
2025-04-12T03:00,373.5,100.4,515.0,17.3,25.0,544.0,0.00
2025-04-12T04:00,369.7,91.0,525.0,14.8,22.7,515.0,0.00
2025-04-12T05:00,266.4,76.1,552.0,15.5,24.1,357.0,0.00
2025-04-12T06:00,239.3,72.6,617.0,19.0,26.3,347.0,0.10
2025-04-12T07:00,206.8,71.0,700.0,23.7,29.4,339.0,0.60
2025-04-12T08:00,268.2,72.6,740.0,25.5,32.3,372.0,1.75
2025-04-12T09:00,423.8,84.5,698.0,21.9,35.4,493.0,3.40
2025-04-12T10:00,480.6,88.9,613.0,15.4,38.5,656.0,5.05
2025-04-12T11:00,480.6,88.0,538.0,10.1,39.2,762.0,5.85
2025-04-12T12:00,476.8,86.8,487.0,7.3,35.9,760.0,5.30
2025-04-12T13:00,450.8,83.4,446.0,5.7,30.3,702.0,4.35
2025-04-12T14:00,407.0,78.2,429.0,5.2,25.8,642.0,3.05
2025-04-12T15:00,374.4,74.3,447.0,5.9,23.8,594.0,1.65
2025-04-12T16:00,360.4,71.2,490.0,7.6,22.9,544.0,0.75
2025-04-12T17:00,443.3,75.9,540.0,12.8,24.1,718.0,0.20
2025-04-12T18:00,361.4,71.5,599.0,17.3,25.9,614.0,0.00
2025-04-12T19:00,298.0,68.5,664.0,23.5,28.3,470.0,0.00
2025-04-12T20:00,245.9,64.7,711.0,27.7,29.3,351.0,0.00
2025-04-12T21:00,226.3,60.5,729.0,28.3,27.8,285.0,0.00
2025-04-12T22:00,195.1,56.1,729.0,26.9,25.0,245.0,0.00
2025-04-12T23:00,165.3,54.1,715.0,25.4,22.6,213.0,0.00
2025-04-13T00:00,142.0,53.3,677.0,24.2,21.0,184.0,0.00
2025-04-13T01:00,125.7,52.4,625.0,22.9,19.8,163.0,0.00
2025-04-13T02:00,132.2,52.4,591.0,21.9,19.0,152.0,0.00
2025-04-13T03:00,138.8,52.7,578.0,21.2,18.6,154.0,0.00
2025-04-13T04:00,145.3,53.9,584.0,20.7,18.7,166.0,0.00
2025-04-13T05:00,140.6,65.9,633.0,33.7,23.1,141.0,0.00
2025-04-13T06:00,134.6,70.1,786.0,33.2,25.0,155.0,0.10
2025-04-13T07:00,127.1,71.7,982.0,32.3,27.8,178.0,0.70
2025-04-13T08:00,179.3,65.2,1066.0,29.7,30.6,217.0,2.00
2025-04-13T09:00,244.9,64.0,932.0,24.0,34.0,293.0,3.95
2025-04-13T10:00,284.1,64.3,685.0,16.7,37.4,385.0,5.75
2025-04-13T11:00,286.8,63.3,491.0,10.9,38.4,435.0,6.60
2025-04-13T12:00,244.0,56.0,419.0,7.6,34.8,406.0,6.75
2025-04-13T13:00,206.3,49.2,400.0,5.8,28.8,336.0,5.65
2025-04-13T14:00,187.7,45.5,387.0,5.2,24.0,281.0,4.15
2025-04-13T15:00,180.7,44.5,362.0,5.2,22.0,266.0,2.45
2025-04-13T16:00,178.8,43.3,344.0,6.4,21.3,267.0,1.15
2025-04-13T17:00,171.4,38.4,344.0,9.3,19.7,261.0,0.30
2025-04-13T18:00,164.8,41.2,367.0,16.1,21.2,250.0,0.00
2025-04-13T19:00,172.8,46.7,408.0,25.6,23.4,235.0,0.00
2025-04-13T20:00,168.6,55.2,463.0,34.2,25.6,220.0,0.00
2025-04-13T21:00,167.6,60.1,543.0,41.1,27.8,206.0,0.00
2025-04-13T22:00,163.0,64.5,638.0,47.1,29.9,193.0,0.00
2025-04-13T23:00,160.7,66.6,711.0,50.7,31.2,180.0,0.00
2025-04-14T00:00,155.1,65.9,748.0,50.3,31.1,168.0,0.00
2025-04-14T01:00,147.6,64.3,764.0,47.6,30.0,158.0,0.00
2025-04-14T02:00,142.0,63.1,765.0,45.2,29.0,149.0,0.00
2025-04-14T03:00,140.6,63.6,738.0,44.5,28.0,141.0,0.00
2025-04-14T04:00,137.4,65.4,696.0,44.3,27.0,134.0,0.00
2025-04-14T05:00,488.0,103.8,685.0,20.1,20.8,730.0,0.00
2025-04-14T06:00,429.3,102.4,755.0,22.3,22.3,695.0,0.10
2025-04-14T07:00,372.5,100.4,856.0,25.0,24.5,647.0,0.70
2025-04-14T08:00,414.4,96.6,889.0,25.4,26.7,609.0,2.00
2025-04-14T09:00,411.6,90.6,788.0,21.2,29.4,592.0,4.00
2025-04-14T10:00,394.9,82.9,619.0,14.5,32.1,584.0,6.00
2025-04-14T11:00,368.8,72.2,481.0,9.2,33.0,578.0,7.20
2025-04-14T12:00,352.0,64.0,414.0,6.5,30.3,574.0,7.10
2025-04-14T13:00,346.5,60.8,379.0,5.0,25.7,570.0,5.60
2025-04-14T14:00,339.9,59.1,357.0,4.9,22.3,555.0,3.80
2025-04-14T15:00,322.2,56.7,341.0,6.0,21.4,520.0,2.05
2025-04-14T16:00,303.6,55.2,340.0,8.4,21.8,474.0,0.90
2025-04-14T17:00,506.6,65.2,356.0,11.0,19.1,868.0,0.25
2025-04-14T18:00,428.4,63.3,402.0,15.3,20.1,773.0,0.00
2025-04-14T19:00,377.2,59.8,465.0,21.2,21.5,642.0,0.00
2025-04-14T20:00,339.9,59.3,520.0,25.2,22.3,549.0,0.00
2025-04-14T21:00,331.6,61.2,562.0,25.5,22.0,531.0,0.00
2025-04-14T22:00,347.4,61.7,595.0,24.0,21.1,551.0,0.00
2025-04-14T23:00,353.0,62.6,600.0,22.2,20.2,564.0,0.00
2025-04-15T00:00,347.4,62.9,558.0,20.5,19.2,557.0,0.00
2025-04-15T01:00,344.6,64.5,488.0,18.6,18.2,544.0,0.00
2025-04-15T02:00,336.2,65.0,435.0,17.3,17.5,521.0,0.00
2025-04-15T03:00,317.6,64.5,403.0,17.0,17.1,480.0,0.00
2025-04-15T04:00,290.6,62.9,388.0,17.3,16.9,429.0,0.00
2025-04-15T05:00,230.0,58.7,414.0,23.1,18.2,326.0,0.00
2025-04-15T06:00,214.7,57.3,532.0,24.4,19.4,322.0,0.10
2025-04-15T07:00,206.8,57.7,693.0,25.9,21.0,319.0,0.70
2025-04-15T08:00,228.6,55.6,771.0,25.1,22.4,333.0,2.00
2025-04-15T09:00,259.8,53.2,685.0,19.7,23.4,382.0,3.75
2025-04-15T10:00,286.8,50.9,517.0,12.1,24.1,448.0,5.35
2025-04-15T11:00,304.5,50.6,389.0,6.3,24.1,498.0,5.70
2025-04-15T12:00,322.2,53.0,352.0,4.2,22.9,520.0,6.10
2025-04-15T13:00,324.1,54.5,355.0,4.1,21.0,526.0,5.35
2025-04-15T14:00,317.6,54.6,365.0,4.7,19.8,518.0,3.45
2025-04-15T15:00,305.5,54.7,369.0,5.6,19.7,494.0,2.15
2025-04-15T16:00,286.8,54.1,381.0,7.3,20.3,456.0,0.95
2025-04-15T17:00,293.4,52.4,403.0,11.4,22.1,474.0,0.25
2025-04-15T18:00,247.7,54.4,442.0,17.7,23.8,402.0,0.00
2025-04-15T19:00,213.3,54.8,491.0,26.4,26.0,303.0,0.00
2025-04-15T20:00,177.9,56.5,538.0,32.2,27.0,237.0,0.00
2025-04-15T21:00,185.3,57.5,584.0,32.7,25.8,235.0,0.00
2025-04-15T22:00,195.6,58.8,626.0,30.4,23.5,265.0,0.00
2025-04-15T23:00,208.6,59.8,648.0,27.7,21.3,289.0,0.00
2025-04-16T00:00,217.5,60.3,634.0,24.8,19.6,293.0,0.00
2025-04-16T01:00,217.9,60.8,600.0,21.5,18.0,290.0,0.00
2025-04-16T02:00,207.7,61.7,569.0,19.3,17.0,282.0,0.00
2025-04-16T03:00,195.6,63.1,542.0,18.9,16.8,263.0,0.00
2025-04-16T04:00,184.4,64.7,520.0,19.6,17.2,239.0,0.00
2025-04-16T05:00,202.1,71.9,528.0,24.9,18.7,249.0,0.00
2025-04-16T06:00,207.7,75.2,607.0,26.8,20.7,289.0,0.10
2025-04-16T07:00,227.2,78.5,715.0,29.2,23.4,347.0,0.60
2025-04-16T08:00,293.4,78.2,760.0,28.8,25.5,416.0,1.70
2025-04-16T09:00,359.5,80.3,675.0,22.9,26.3,507.0,3.40
2025-04-16T10:00,412.6,78.0,526.0,14.1,26.5,608.0,5.10
2025-04-16T11:00,418.2,74.0,413.0,7.5,26.2,678.0,5.20
2025-04-16T12:00,409.8,72.2,381.0,5.0,25.3,696.0,5.00
2025-04-16T13:00,407.9,72.4,386.0,4.6,24.0,682.0,4.35
2025-04-16T14:00,404.2,72.6,397.0,5.3,23.1,657.0,3.15
2025-04-16T15:00,393.0,71.9,405.0,6.9,23.1,625.0,1.90
2025-04-16T16:00,381.8,71.2,419.0,9.6,23.6,581.0,0.85
2025-04-16T17:00,396.7,72.6,437.0,14.6,24.4,645.0,0.20
2025-04-16T18:00,353.0,74.3,458.0,18.7,25.5,597.0,0.00
2025-04-16T19:00,328.8,74.7,484.0,24.3,27.0,530.0,0.00
2025-04-16T20:00,318.5,76.6,517.0,28.4,27.6,477.0,0.00
2025-04-16T21:00,321.3,77.5,568.0,29.6,26.4,452.0,0.00
2025-04-16T22:00,311.1,77.5,625.0,29.4,24.4,441.0,0.00
2025-04-16T23:00,296.2,76.1,660.0,28.6,22.6,430.0,0.00
2025-04-17T00:00,272.9,74.0,651.0,27.4,21.5,408.0,0.00
2025-04-17T01:00,262.6,72.9,619.0,25.7,20.7,387.0,0.00
2025-04-17T02:00,268.2,71.0,594.0,24.2,20.1,383.0,0.00
2025-04-17T03:00,286.8,69.4,578.0,22.6,19.6,412.0,0.00
2025-04-17T04:00,311.1,69.8,569.0,21.2,19.3,460.0,0.00
2025-04-17T05:00,248.7,70.3,589.0,12.5,15.4,344.0,0.00
2025-04-17T06:00,289.6,78.9,681.0,16.8,18.7,398.0,0.10
2025-04-17T07:00,331.6,86.4,803.0,22.5,23.4,474.0,0.65
2025-04-17T08:00,371.6,90.8,850.0,25.0,27.3,548.0,2.05
2025-04-17T09:00,389.3,86.4,750.0,21.3,30.2,624.0,4.20
2025-04-17T10:00,424.7,79.9,575.0,14.4,32.3,697.0,6.30
2025-04-17T11:00,439.6,74.7,434.0,8.9,32.5,726.0,7.50
2025-04-17T12:00,430.3,71.2,370.0,6.3,29.3,678.0,7.05
2025-04-17T13:00,376.3,65.4,339.0,4.9,24.1,586.0,5.50
2025-04-17T14:00,311.1,57.0,324.0,4.7,19.8,509.0,4.15
2025-04-17T15:00,280.3,51.1,307.0,4.8,17.1,476.0,2.45
2025-04-17T16:00,283.1,50.1,305.0,6.0,15.2,458.0,1.15
2025-04-17T17:00,277.5,50.6,352.0,12.0,17.5,454.0,0.30
2025-04-17T18:00,247.7,50.9,482.0,16.9,19.2,420.0,0.00
2025-04-17T19:00,249.6,58.3,662.0,23.9,21.6,372.0,0.00
2025-04-17T20:00,227.7,62.6,821.0,29.8,23.7,327.0,0.00
2025-04-17T21:00,194.2,64.7,959.0,34.0,25.3,283.0,0.00
2025-04-17T22:00,171.8,65.9,1078.0,37.3,26.5,241.0,0.00
2025-04-17T23:00,181.1,67.8,1110.0,38.6,26.8,222.0,0.00
2025-04-18T00:00,208.2,70.1,989.0,36.9,25.5,244.0,0.00
2025-04-18T01:00,230.0,71.9,782.0,33.3,23.3,290.0,0.00
2025-04-18T02:00,240.3,72.6,624.0,30.0,21.4,325.0,0.00
2025-04-18T03:00,231.9,69.8,571.0,27.4,20.2,330.0,0.00
2025-04-18T04:00,226.8,66.4,568.0,25.0,19.4,325.0,0.00
2025-04-18T05:00,237.0,68.0,583.0,27.5,20.4,323.0,0.00
2025-04-18T06:00,224.4,66.8,622.0,27.0,20.6,352.0,0.15
2025-04-18T07:00,246.8,69.6,680.0,26.2,21.2,394.0,0.75
2025-04-18T08:00,302.7,74.5,707.0,24.4,23.8,445.0,2.10
2025-04-18T09:00,358.6,81.7,674.0,20.7,30.9,515.0,4.10
2025-04-18T10:00,387.4,83.8,611.0,15.9,40.1,594.0,6.15
2025-04-18T11:00,406.1,83.1,556.0,11.9,45.4,641.0,7.55
2025-04-18T12:00,391.2,79.4,526.0,9.0,43.6,633.0,7.75
2025-04-18T13:00,361.4,73.8,504.0,6.9,38.0,593.0,6.65
2025-04-18T14:00,343.7,70.1,485.0,6.1,32.9,550.0,4.55
2025-04-18T15:00,339.0,67.3,458.0,7.4,29.5,511.0,2.55
2025-04-18T16:00,331.6,64.7,433.0,10.0,26.5,469.0,1.00
2025-04-18T17:00,404.2,72.4,434.0,13.1,28.1,670.0,0.25
2025-04-18T18:00,371.6,70.8,486.0,14.8,26.5,679.0,0.00
2025-04-18T19:00,399.5,73.8,563.0,17.0,24.3,689.0,0.00
2025-04-18T20:00,412.6,75.7,616.0,18.2,22.3,672.0,0.00
2025-04-18T21:00,380.9,73.3,622.0,17.3,20.7,593.0,0.00
2025-04-18T22:00,320.4,65.9,603.0,15.3,19.4,488.0,0.00
2025-04-18T23:00,280.3,60.3,576.0,13.6,18.8,434.0,0.00
2025-04-19T00:00,270.1,59.4,538.0,12.7,19.2,473.0,0.00
2025-04-19T01:00,319.4,67.3,493.0,12.2,20.3,563.0,0.00
2025-04-19T02:00,417.2,79.2,466.0,11.9,21.3,662.0,0.00
2025-04-19T03:00,508.5,90.6,470.0,11.8,21.9,769.0,0.00
2025-04-19T04:00,577.4,99.9,493.0,11.9,22.5,885.0,0.00
2025-04-19T05:00,435.9,85.2,528.0,13.9,21.8,678.0,0.00
2025-04-19T06:00,448.0,92.0,591.0,16.0,23.5,724.0,0.15
2025-04-19T07:00,497.3,96.9,666.0,18.8,25.8,793.0,0.70
2025-04-19T08:00,553.2,101.5,698.0,19.5,27.6,884.0,1.90
2025-04-19T09:00,612.8,105.9,652.0,16.2,28.6,1023.0,3.75
2025-04-19T10:00,694.8,113.4,562.0,10.8,29.0,1184.0,5.55
2025-04-19T11:00,769.3,119.2,480.0,6.7,28.2,1294.0,6.30
2025-04-19T12:00,800.9,117.8,415.0,5.0,25.5,1324.0,5.20
2025-04-19T13:00,769.3,109.2,357.0,4.6,21.7,1303.0,4.35
2025-04-19T14:00,711.5,97.8,326.0,5.0,18.5,1238.0,3.00
2025-04-19T15:00,674.3,91.0,337.0,6.2,16.4,1104.0,1.70
2025-04-19T16:00,620.3,84.3,375.0,8.2,15.0,927.0,0.80
2025-04-19T17:00,715.3,97.1,410.0,11.7,16.8,1243.0,0.20
2025-04-19T18:00,640.7,93.4,433.0,12.9,17.5,1232.0,0.00
2025-04-19T19:00,683.6,107.6,453.0,14.5,18.6,1217.0,0.00
2025-04-19T20:00,728.3,115.0,468.0,15.4,19.5,1211.0,0.00
2025-04-19T21:00,707.8,115.7,478.0,14.9,20.2,1225.0,0.00
2025-04-19T22:00,726.4,119.2,482.0,13.7,20.8,1247.0,0.00
2025-04-19T23:00,761.8,122.0,480.0,12.7,21.4,1255.0,0.00
2025-04-20T00:00,743.2,119.2,466.0,12.0,22.1,1237.0,0.00
2025-04-20T01:00,730.2,117.8,445.0,11.4,22.8,1205.0,0.00
